match_date,team1,team2,winner,margin,ground,scorecard,team1_mahadasha_lord,team1_mahadasha_lord_dignity,team1_mahadasha_lord_score,team1_antardasha_lord,team1_antardasha_lord_dignity,team1_antardasha_lord_score,team1_agreement_classification,team1_moon_rashi,team1_moon_nakshatra,team2_mahadasha_lord,team2_mahadasha_lord_dignity,team2_mahadasha_lord_score,team2_antardasha_lord,team2_antardasha_lord_dignity,team2_antardasha_lord_score,team2_agreement_classification,team2_moon_rashi,team2_moon_nakshatra
2015-03-26,Australia,India,Australia,95 runs,Sydney,ODI # 3645,venus,NEUTRAL,0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-03-29,Australia,New Zealand,Australia,7 wickets,Melbourne,ODI # 3646,venus,NEUTRAL,0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-04-17,Bangladesh,Pakistan,Bangladesh,79 runs,Mirpur,ODI # 3647,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-04-19,Bangladesh,Pakistan,Bangladesh,7 wickets,Mirpur,ODI # 3648,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-04-22,Bangladesh,Pakistan,Bangladesh,8 wickets,Mirpur,ODI # 3649,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-05-08,Ireland,England,no result,-,Dublin (Malahide),ODI # 3650,venus,NEUTRAL,1.5,mercury,NEUTRAL,1.5,Insufficient,Mithuna,Ardra,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu
2015-05-26,Pakistan,Zimbabwe,Pakistan,41 runs,Lahore,ODI # 3651,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,jupiter,NEUTRAL,-0.5,Insufficient,Vrishabha,Rohini
2015-05-29,Pakistan,Zimbabwe,Pakistan,6 wickets,Lahore,ODI # 3652,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,jupiter,NEUTRAL,-0.5,Insufficient,Vrishabha,Rohini
2015-05-31,Pakistan,Zimbabwe,no result,-,Lahore,ODI # 3653,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,jupiter,NEUTRAL,-0.5,Insufficient,Vrishabha,Rohini
2015-06-09,England,New Zealand,England,210 runs,Birmingham,ODI # 3654,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-06-12,England,New Zealand,New Zealand,13 runs,The Oval,ODI # 3655,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-06-14,England,New Zealand,New Zealand,3 wickets,Southampton,ODI # 3656,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-06-17,England,New Zealand,England,7 wickets,Nottingham,ODI # 3657,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-06-18,Bangladesh,India,Bangladesh,79 runs,Mirpur,ODI # 3658,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-06-20,England,New Zealand,England,3 wickets,Chester-le-Street,ODI # 3659,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-06-21,Bangladesh,India,Bangladesh,6 wickets,Mirpur,ODI # 3660,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-06-24,Bangladesh,India,India,77 runs,Mirpur,ODI # 3661,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-07-10,Zimbabwe,India,India,4 runs,Harare,ODI # 3662,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-07-10,Bangladesh,South Africa,South Africa,8 wickets,Mirpur,ODI # 3663,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-07-11,Sri Lanka,Pakistan,Pakistan,6 wickets,Dambulla,ODI # 3664,moon,DEBILITATED,-1.5,venus,NEUTRAL,1.5,Strong,Vrischika,Anuradha,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-07-12,Zimbabwe,India,India,62 runs,Harare,ODI # 3665,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-07-12,Bangladesh,South Africa,Bangladesh,7 wickets,Mirpur,ODI # 3666,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-07-14,Zimbabwe,India,India,83 runs,Harare,ODI # 3667,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,sun,NEUTRAL,-0.5,venus,NEUTRAL,0.5,Strong,Karka,Pushya
2015-07-15,Bangladesh,South Africa,Bangladesh,9 wickets,Chattogram,ODI # 3668,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-07-15,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Pallekele,ODI # 3669,moon,DEBILITATED,-1.5,venus,NEUTRAL,1.5,Strong,Vrischika,Anuradha,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-07-19,Sri Lanka,Pakistan,Pakistan,135 runs,Colombo (RPS),ODI # 3670,moon,DEBILITATED,-1.5,venus,NEUTRAL,1.5,Strong,Vrischika,Anuradha,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-07-22,Sri Lanka,Pakistan,Pakistan,7 wickets,Colombo (RPS),ODI # 3671,moon,DEBILITATED,-1.5,venus,NEUTRAL,1.5,Strong,Vrischika,Anuradha,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-07-26,Sri Lanka,Pakistan,Sri Lanka,165 runs,Hambantota,ODI # 3672,moon,DEBILITATED,-1.5,venus,NEUTRAL,1.5,Strong,Vrischika,Anuradha,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-08-02,Zimbabwe,New Zealand,Zimbabwe,7 wickets,Harare,ODI # 3673,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-04,Zimbabwe,New Zealand,New Zealand,10 wickets,Harare,ODI # 3674,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-07,Zimbabwe,New Zealand,New Zealand,38 runs,Harare,ODI # 3675,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-19,South Africa,New Zealand,South Africa,20 runs,Centurion,ODI # 3676,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-23,South Africa,New Zealand,New Zealand,8 wickets,Potchefstroom,ODI # 3677,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-26,South Africa,New Zealand,South Africa,62 runs,Durban,ODI # 3678,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta,venus,DEBILITATED,-0.5,sun,NEUTRAL,0.5,Contradictory,Mesha,Bharani
2015-08-27,Ireland,Australia,Australia,23 runs,Belfast,ODI # 3679,venus,NEUTRAL,1.5,mercury,NEUTRAL,1.5,Insufficient,Mithuna,Ardra,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-09-03,England,Australia,Australia,59 runs,Southampton,ODI # 3680,rahu,N/A,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Punarvasu,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-09-05,England,Australia,Australia,64 runs,Lord's,ODI # 3681,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-09-08,England,Australia,England,93 runs,Manchester,ODI # 3682,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-09-11,England,Australia,England,3 wickets,Leeds,ODI # 3683,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-09-13,England,Australia,Australia,8 wickets,Manchester,ODI # 3684,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2015-10-01,Zimbabwe,Pakistan,Pakistan,131 runs,Harare,ODI # 3685,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-10-03,Zimbabwe,Pakistan,Zimbabwe,5 runs,Harare,ODI # 3686,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-10-05,Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,ODI # 3687,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-10-09,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare,ODI # 3688,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,1.5,mercury,NEUTRAL,1.5,Insufficient,Mithuna,Ardra
2015-10-11,India,South Africa,South Africa,5 runs,Kanpur,ODI # 3689,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-10-11,Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,ODI # 3690,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,1.5,mercury,NEUTRAL,1.5,Insufficient,Mithuna,Ardra
2015-10-13,Zimbabwe,Ireland,Ireland,2 wickets,Harare,ODI # 3691,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,venus,NEUTRAL,1.5,mercury,NEUTRAL,1.5,Insufficient,Mithuna,Ardra
2015-10-14,India,South Africa,India,22 runs,Indore,ODI # 3692,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-10-16,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,ODI # 3693,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika
2015-10-18,Zimbabwe,Afghanistan,Afghanistan,58 runs,Bulawayo,ODI # 3694,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika
2015-10-18,India,South Africa,South Africa,18 runs,Rajkot,ODI # 3695,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-10-20,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,ODI # 3696,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika
2015-10-22,Zimbabwe,Afghanistan,Afghanistan,3 wickets,Bulawayo,ODI # 3697,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika
2015-10-22,India,South Africa,India,35 runs,Chennai,ODI # 3698,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-10-24,Zimbabwe,Afghanistan,Afghanistan,73 runs,Bulawayo,ODI # 3699,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika
2015-10-25,India,South Africa,South Africa,214 runs,Wankhede,ODI # 3700,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya,moon,NEUTRAL,1.5,moon,NEUTRAL,1.5,Strong,Kumbha,Dhanishta
2015-11-07,Bangladesh,Zimbabwe,Bangladesh,145 runs,Mirpur,ODI # 3703,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2015-11-09,Bangladesh,Zimbabwe,Bangladesh,58 runs,Mirpur,ODI # 3705,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2015-11-11,Bangladesh,Zimbabwe,Bangladesh,61 runs,Mirpur,ODI # 3706,mercury,DEBILITATED,-0.5,saturn,DEBILITATED,-3.5,Strong,Kumbha,Purva Bhadrapada,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2015-11-11,England,Pakistan,Pakistan,6 wickets,Abu Dhabi,ODI # 3707,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-11-13,England,Pakistan,England,95 runs,Abu Dhabi,ODI # 3708,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-11-17,England,Pakistan,England,6 wickets,Sharjah,ODI # 3710,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-11-20,England,Pakistan,England,84 runs,Dubai (DSC),ODI # 3712,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2015-12-25,Afghanistan,Zimbabwe,Afghanistan,49 runs,Sharjah,ODI # 3713,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2015-12-26,New Zealand,Sri Lanka,New Zealand,7 wickets,Christchurch,ODI # 3714,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,DEBILITATED,-1.5,sun,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2015-12-28,New Zealand,Sri Lanka,New Zealand,10 wickets,Christchurch,ODI # 3715,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,DEBILITATED,-1.5,sun,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2015-12-29,Afghanistan,Zimbabwe,Afghanistan,4 wickets,Sharjah,ODI # 3716,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2015-12-31,New Zealand,Sri Lanka,Sri Lanka,8 wickets,Nelson,ODI # 3717,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,DEBILITATED,-1.5,sun,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2016-01-02,New Zealand,Sri Lanka,no result,-,Nelson,ODI # 3718,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,DEBILITATED,-1.5,sun,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2016-01-02,Afghanistan,Zimbabwe,Zimbabwe,117 runs,Sharjah,ODI # 3719,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2016-01-04,Afghanistan,Zimbabwe,Zimbabwe,65 runs,Sharjah,ODI # 3720,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2016-01-05,New Zealand,Sri Lanka,New Zealand,36 runs,Mount Maunganui,ODI # 3721,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,DEBILITATED,-1.5,sun,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2016-01-06,Afghanistan,Zimbabwe,Afghanistan,2 wickets,Sharjah,ODI # 3722,ketu,N/A,-1.5,mercury,NEUTRAL,0.5,Insufficient,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini
2016-01-12,Australia,India,Australia,5 wickets,Perth,ODI # 3723,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-01-15,Australia,India,Australia,7 wickets,Brisbane,ODI # 3724,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-01-17,Australia,India,Australia,3 wickets,Melbourne,ODI # 3725,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-01-20,Australia,India,Australia,25 runs,Canberra,ODI # 3726,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-01-23,Australia,India,India,6 wickets,Sydney,ODI # 3727,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-01-25,New Zealand,Pakistan,New Zealand,70 runs,Wellington,ODI # 3728,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-01-31,New Zealand,Pakistan,New Zealand,3 wickets,Auckland,ODI # 3730,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,0.5,rahu,N/A,0.5,Tradition-specific,Mithuna,Ardra
2016-02-03,New Zealand,Australia,New Zealand,159 runs,Auckland,ODI # 3731,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-02-03,South Africa,England,England,39 runs,Bloemfontein,ODI # 3732,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-02-06,New Zealand,Australia,Australia,4 wickets,Wellington,ODI # 3733,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-02-06,South Africa,England,England,5 wickets,Gqeberha,ODI # 3734,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-02-08,New Zealand,Australia,New Zealand,55 runs,Hamilton,ODI # 3735,venus,DEBILITATED,-0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani
2016-02-09,South Africa,England,South Africa,7 wickets,Centurion,ODI # 3736,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-02-12,South Africa,England,South Africa,1 wicket,Johannesburg,ODI # 3737,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-02-14,South Africa,England,South Africa,5 wickets,Cape Town,ODI # 3738,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu
2016-06-07,Australia,South Africa,South Africa,47 runs,Providence,ODI # 3741,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta
2016-06-11,Zimbabwe,India,India,9 wickets,Harare,ODI # 3742,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-06-11,Australia,South Africa,Australia,36 runs,Basseterre,ODI # 3743,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta
2016-06-13,Zimbabwe,India,India,8 wickets,Harare,ODI # 3744,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-06-15,Zimbabwe,India,India,10 wickets,Harare,ODI # 3746,jupiter,NEUTRAL,-0.5,saturn,NEUTRAL,-1.5,Strong,Vrishabha,Rohini,moon,OWN_SIGN,1.5,moon,OWN_SIGN,1.5,Strong,Karka,Pushya
2016-06-16,Ireland,Sri Lanka,Sri Lanka,76 runs,Dublin (Malahide),ODI # 3748,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-06-18,Ireland,Sri Lanka,Sri Lanka,136 runs,Dublin (Malahide),ODI # 3749,venus,NEUTRAL,1.5,ketu,N/A,-1.5,Tradition-specific,Mithuna,Ardra,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-06-19,Australia,South Africa,no result,-,Bridgetown,ODI # 3750,venus,NEUTRAL,0.5,moon,NEUTRAL,-0.5,Contradictory,Mesha,Bharani,moon,NEUTRAL,1.5,mars,NEUTRAL,0.5,Insufficient,Kumbha,Dhanishta
2016-06-21,England,Sri Lanka,tied,-,Nottingham,ODI # 3751,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-06-24,England,Sri Lanka,England,10 wickets,Birmingham,ODI # 3753,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-06-26,England,Sri Lanka,no result,-,Bristol,ODI # 3755,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
2016-06-29,England,Sri Lanka,England,6 wickets,The Oval,ODI # 3757,rahu,N/A,0.5,jupiter,EXALTED,2.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,mars,NEUTRAL,-0.5,Insufficient,Vrischika,Anuradha
